iter	Logloss
882	0.2291648975
883	0.2290721572
884	0.2289831073
885	0.2288932776
886	0.2288095782
887	0.2286966394
888	0.228611471
889	0.2285260829
890	0.2284292604
891	0.2283362797
892	0.2282455801
893	0.2281540597
894	0.2280594568
895	0.2279730164
896	0.227902511
897	0.2278219566
898	0.2277421645
899	0.22766437
900	0.2276048004
901	0.2275177611
902	0.2274275421
903	0.2272814915
904	0.2271673908
905	0.2271057457
906	0.2270116376
907	0.2269405225
908	0.2268293487
909	0.2267722048
910	0.2266616295
911	0.2266017774
912	0.2265382255
913	0.2264984935
914	0.2263991438
915	0.2262724254
916	0.2261851754
917	0.2260694957
918	0.2260066502
919	0.2259206365
920	0.2258315327
921	0.2257388831
922	0.2256497048
923	0.2255727005
924	0.2255008276
925	0.2254271755
926	0.2253510972
927	0.2252334823
928	0.2251450109
929	0.2250772794
930	0.2250185619
931	0.2249147834
932	0.2247903786
933	0.2247126317
934	0.2246645505
935	0.2246401969
936	0.2245891074
937	0.2244249196
938	0.2243372155
939	0.2242607672
940	0.2241758528
941	0.2240722259
942	0.2239889717
943	0.2238651752
944	0.2238177165
945	0.2237362431
946	0.2236710083
947	0.2235770143
948	0.223498386
949	0.2233868254
950	0.2233241507
951	0.223239656
952	0.223172352
953	0.2230915397
954	0.2230386074
955	0.2229361007
956	0.2228552074
957	0.2228038413
958	0.2227190699
959	0.2226838679
960	0.2226325253
961	0.2225647933
962	0.2225053386
963	0.2224480239
964	0.2223532978
965	0.222273666
966	0.2221623586
967	0.2220934023
968	0.2220520006
969	0.2219739196
970	0.2219061239
971	0.221856548
972	0.2218266252
973	0.221776225
974	0.2216711933
975	0.2215876062
976	0.2215016667
977	0.2214175237
978	0.2213432323
979	0.2212636579
980	0.2211602973
981	0.2210827195
982	0.2210254509
983	0.2208696371
984	0.2207889527
985	0.220664146
986	0.2206276316
987	0.2205426401
988	0.220439892
989	0.2203192877
990	0.2202621144
991	0.2201757702
992	0.220071972
993	0.2200003994
994	0.2199203755
995	0.2198363831
996	0.219772072
997	0.2196635705
998	0.2196025904
999	0.2195020271
